Processed_Date,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Total Votes,Average Rating,Color,Popularity_Index,1,2,3,4,5,6
2021-01-09,0.0,0.0,0.0,0.0,0.0,71.0,4.45,1,3.86,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,5.0,2.0,2.0,9.0,53.0,2961.0,4.7,1,5.86,5.0,2.0,2.0,9.0,53.0,71.0
2022-01-05,71.0,29.0,75.0,329.0,2386.0,3507.0,4.69,1,5.73,71.0,29.0,75.0,329.0,2386.0,2890.0
2022-01-09,21.0,12.0,12.0,76.0,496.0,800.0,4.65,1,5.11,21.0,12.0,12.0,76.0,496.0,617.0
